name,product,quantity,unitary_value
Meliana T.,Product 2,845,0.55
Winston C,Product 3,542,0.6
Meliana T.,Product 10,468,5
Jack S.,Product 4,791,0.7
John Doo,Product 10,1895,5
Meliana T.,Product 3,2041,0.6
Vlad P.,Product 9,1528,2
Jack S.,Product 7,493,1
John Doo,Product 10,2410,5
Vlad P.,Product 2,941,0.55
D. Trump,Product 8,1246,1.15
Jack S.,Product 5,1241,0.75
Winston C,Product 9,1406,2
D. Trump,Product 9,1158,2
Vlad P.,Product 2,626,0.55
D. Trump,Product 6,2459,0.8
John Doo,Product 8,1340,1.15
Homer J. S.,Product 8,1595,1.15
Winston C,Product 10,959,5
D. Trump,Product 7,1041,1
Winston C,Product 3,2355,0.6
Vlad P.,Product 5,301,0.75
Winston C,Product 2,1250,0.55
Homer J. S.,Product 8,1600,1.15
Bart S.,Product 6,2167,0.8
Meliana T.,Product 6,2132,0.8
John Doo,Product 1,59,0.5
Vlad P.,Product 9,998,2
Jack S.,Product 6,822,0.8
Jack S.,Product 9,138,2
Meliana T.,Product 6,1767,0.8
Jack S.,Product 3,111,0.6
Jack S.,Product 7,1851,1
John Doo,Product 8,170,1.15
D. Trump,Product 6,798,0.8
Winston C,Product 8,1249,1.15
Meliana T.,Product 10,1232,5
Meliana T.,Product 10,1501,5
D. Trump,Product 7,1040,1
John Doo,Product 8,763,1.15
D. Trump,Product 5,466,0.75
Bart S.,Product 10,1182,5
Vlad P.,Product 6,2396,0.8
Meliana T.,Product 1,348,0.5
Homer J. S.,Product 10,1634,5
Homer J. S.,Product 8,1850,1.15
John Doo,Product 3,2276,0.6
Homer J. S.,Product 5,1832,0.75
Winston C,Product 7,2296,1
D. Trump,Product 10,1592,5
Meliana T.,Product 1,1945,0.5
Vlad P.,Product 7,1965,1
Winston C,Product 8,1268,1.15
John Doo,Product 7,1575,1
D. Trump,Product 7,795,1
Meliana T.,Product 4,2055,0.7
Homer J. S.,Product 5,57,0.75
Winston C,Product 6,437,0.8
John Doo,Product 2,622,0.55
Jack S.,Product 5,1062,0.75
Homer J. S.,Product 8,1009,1.15
D. Trump,Product 9,954,2
Meliana T.,Product 10,1569,5
Homer J. S.,Product 2,885,0.55
Meliana T.,Product 2,422,0.55
D. Trump,Product 5,823,0.75
Bart S.,Product 9,716,2
Winston C,Product 6,2271,0.8
Jack S.,Product 6,1438,0.8
Vlad P.,Product 6,234,0.8
Meliana T.,Product 5,733,0.75
D. Trump,Product 7,407,1
Bart S.,Product 2,2422,0.55
Winston C,Product 4,1871,0.7
Meliana T.,Product 3,717,0.6
John Doo,Product 6,369,0.8
Meliana T.,Product 8,966,1.15
Vlad P.,Product 7,1785,1
Vlad P.,Product 2,1133,0.55
Meliana T.,Product 10,791,5
Bart S.,Product 2,1829,0.55
Meliana T.,Product 7,989,1
Meliana T.,Product 3,1437,0.6
Vlad P.,Product 8,1515,1.15
Winston C,Product 6,1394,0.8
Homer J. S.,Product 5,2198,0.75
John Doo,Product 1,798,0.5
Winston C,Product 10,1184,5
Meliana T.,Product 4,85,0.7
Meliana T.,Product 3,1823,0.6
Jack S.,Product 3,2076,0.6
Meliana T.,Product 8,1764,1.15
Vlad P.,Product 7,877,1
Homer J. S.,Product 9,1036,2
Jack S.,Product 6,1612,0.8
Meliana T.,Product 1,1151,0.5
John Doo,Product 7,785,1
John Doo,Product 8,1241,1.15
Jack S.,Product 1,1829,0.5
Bart S.,Product 3,1846,0.6
D. Trump,Product 2,6,0.55
Homer J. S.,Product 8,1984,1.15
D. Trump,Product 3,169,0.6
John Doo,Product 1,781,0.5
Winston C,Product 3,550,0.6
Vlad P.,Product 4,2245,0.7
Meliana T.,Product 1,1273,0.5
D. Trump,Product 2,241,0.55
Vlad P.,Product 2,1639,0.55
John Doo,Product 3,2015,0.6
Winston C,Product 9,384,2
D. Trump,Product 6,1769,0.8
John Doo,Product 8,1487,1.15
Bart S.,Product 1,1310,0.5
D. Trump,Product 4,1918,0.7
Meliana T.,Product 2,752,0.55
Bart S.,Product 3,482,0.6
Bart S.,Product 9,72,2
Vlad P.,Product 9,658,2
Meliana T.,Product 6,72,0.8
Homer J. S.,Product 10,653,5
D. Trump,Product 6,1905,0.8
Meliana T.,Product 4,1416,0.7
D. Trump,Product 6,2373,0.8
John Doo,Product 10,2122,5
Bart S.,Product 3,2313,0.6
Jack S.,Product 7,2306,1
D. Trump,Product 9,26,2
D. Trump,Product 4,2405,0.7
Jack S.,Product 3,1343,0.6
John Doo,Product 2,1216,0.55
Vlad P.,Product 2,772,0.55
Vlad P.,Product 7,935,1
Jack S.,Product 4,871,0.7
Vlad P.,Product 4,135,0.7
Meliana T.,Product 3,1469,0.6
Meliana T.,Product 1,936,0.5
John Doo,Product 4,2267,0.7
Bart S.,Product 7,1784,1
John Doo,Product 7,1280,1
Homer J. S.,Product 2,838,0.55
Vlad P.,Product 6,2175,0.8
John Doo,Product 4,2491,0.7
Homer J. S.,Product 1,45,0.5
Meliana T.,Product 2,530,0.55
D. Trump,Product 7,1649,1
Winston C,Product 5,2379,0.75
John Doo,Product 1,1100,0.5
Homer J. S.,Product 9,1384,2
Jack S.,Product 1,930,0.5
John Doo,Product 6,1329,0.8
Homer J. S.,Product 1,645,0.5
Meliana T.,Product 1,792,0.5
Homer J. S.,Product 3,954,0.6
Vlad P.,Product 1,1049,0.5
Homer J. S.,Product 6,246,0.8
Meliana T.,Product 8,298,1.15
Meliana T.,Product 9,1623,2
D. Trump,Product 10,1504,5
Jack S.,Product 1,1018,0.5
Bart S.,Product 7,916,1
Winston C,Product 10,1399,5
John Doo,Product 2,2300,0.55
Winston C,Product 4,1763,0.7
D. Trump,Product 9,1551,2
Bart S.,Product 8,702,1.15
Vlad P.,Product 5,1770,0.75
Vlad P.,Product 8,291,1.15
Winston C,Product 4,2312,0.7
Homer J. S.,Product 1,572,0.5
Winston C,Product 8,2378,1.15
John Doo,Product 5,2461,0.75
Homer J. S.,Product 10,1743,5
John Doo,Product 7,242,1
Bart S.,Product 7,2189,1
D. Trump,Product 9,661,2
Jack S.,Product 9,785,2
Vlad P.,Product 10,45,5
Winston C,Product 3,823,0.6
Winston C,Product 8,2007,1.15
Winston C,Product 9,1020,2
Jack S.,Product 9,1583,2
Vlad P.,Product 10,1443,5
Meliana T.,Product 7,799,1
Jack S.,Product 9,2433,2
Bart S.,Product 2,952,0.55
Jack S.,Product 8,2240,1.15
Bart S.,Product 6,841,0.8
D. Trump,Product 9,1272,2
Jack S.,Product 6,601,0.8
Homer J. S.,Product 6,2350,0.8
John Doo,Product 10,397,5
Vlad P.,Product 6,1008,0.8
Homer J. S.,Product 10,1771,5
Vlad P.,Product 8,51,1.15
D. Trump,Product 1,2347,0.5
Vlad P.,Product 4,1763,0.7
D. Trump,Product 6,1415,0.8
Bart S.,Product 7,1396,1
Homer J. S.,Product 3,299,0.6
Vlad P.,Product 2,5,0.55
Vlad P.,Product 6,1705,0.8
Winston C,Product 7,468,1
Vlad P.,Product 10,921,5
Vlad P.,Product 6,1825,0.8
Vlad P.,Product 4,133,0.7
Vlad P.,Product 5,1355,0.75
Jack S.,Product 2,1260,0.55
Bart S.,Product 2,2351,0.55
Bart S.,Product 10,75,5
Bart S.,Product 10,2095,5
Winston C,Product 3,2229,0.6
Jack S.,Product 10,2192,5
Homer J. S.,Product 3,1573,0.6
Homer J. S.,Product 9,1015,2
Homer J. S.,Product 7,1086,1
Vlad P.,Product 9,240,2
John Doo,Product 6,2168,0.8
Jack S.,Product 4,1870,0.7
John Doo,Product 5,1462,0.75
Meliana T.,Product 6,1284,0.8
John Doo,Product 5,88,0.75
Homer J. S.,Product 6,667,0.8
Vlad P.,Product 3,443,0.6
Bart S.,Product 10,923,5
Bart S.,Product 8,1250,1.15
John Doo,Product 8,1664,1.15
D. Trump,Product 5,900,0.75
John Doo,Product 7,155,1
D. Trump,Product 1,1777,0.5
John Doo,Product 4,1628,0.7
John Doo,Product 7,1396,1
Meliana T.,Product 10,1974,5
John Doo,Product 9,924,2
Meliana T.,Product 2,932,0.55
Jack S.,Product 8,2368,1.15
Vlad P.,Product 10,1463,5
Meliana T.,Product 9,2196,2
Jack S.,Product 9,623,2
John Doo,Product 1,859,0.5
Meliana T.,Product 1,1400,0.5
John Doo,Product 7,1174,1
Vlad P.,Product 10,1597,5
John Doo,Product 4,968,0.7
Bart S.,Product 4,2239,0.7
John Doo,Product 7,151,1
Vlad P.,Product 4,1130,0.7
John Doo,Product 4,2254,0.7
Bart S.,Product 2,1231,0.55
Winston C,Product 2,1516,0.55
D. Trump,Product 10,769,5
Bart S.,Product 6,563,0.8
D. Trump,Product 5,1775,0.75
D. Trump,Product 2,1668,0.55
Bart S.,Product 9,93,2
John Doo,Product 3,1784,0.6
Bart S.,Product 3,2111,0.6
John Doo,Product 2,2500,0.55
Vlad P.,Product 4,156,0.7
Vlad P.,Product 2,346,0.55
Winston C,Product 6,1207,0.8
Vlad P.,Product 9,1717,2
Vlad P.,Product 6,2202,0.8
Bart S.,Product 9,2262,2
Winston C,Product 7,1066,1
Homer J. S.,Product 2,431,0.55
John Doo,Product 5,1450,0.75
Jack S.,Product 8,848,1.15
Bart S.,Product 8,954,1.15
Winston C,Product 10,1493,5
D. Trump,Product 7,646,1
Bart S.,Product 6,1577,0.8
Bart S.,Product 7,2035,1
D. Trump,Product 1,2171,0.5
Homer J. S.,Product 4,136,0.7
Winston C,Product 5,1440,0.75
John Doo,Product 3,2475,0.6
D. Trump,Product 5,1198,0.75
Homer J. S.,Product 8,1996,1.15
Jack S.,Product 1,1676,0.5
Jack S.,Product 2,37,0.55
Winston C,Product 2,1478,0.55
D. Trump,Product 2,114,0.55
Vlad P.,Product 2,1278,0.55
D. Trump,Product 8,30,1.15
Bart S.,Product 9,1232,2
Meliana T.,Product 3,1179,0.6
Winston C,Product 1,169,0.5
Vlad P.,Product 10,203,5
Homer J. S.,Product 7,1649,1
Jack S.,Product 10,1779,5
Jack S.,Product 5,117,0.75
Bart S.,Product 5,168,0.75
D. Trump,Product 4,332,0.7
Homer J. S.,Product 10,2446,5
D. Trump,Product 3,2165,0.6
Vlad P.,Product 3,504,0.6
D. Trump,Product 2,1802,0.55
John Doo,Product 3,230,0.6
D. Trump,Product 6,1289,0.8
Meliana T.,Product 8,1772,1.15
D. Trump,Product 5,1885,0.75
Winston C,Product 6,264,0.8
Vlad P.,Product 2,1539,0.55
Winston C,Product 1,1152,0.5
Jack S.,Product 7,1430,1
Vlad P.,Product 6,1607,0.8
Winston C,Product 3,933,0.6
John Doo,Product 7,1307,1
Bart S.,Product 1,168,0.5
Jack S.,Product 1,1139,0.5
Meliana T.,Product 4,1502,0.7
John Doo,Product 10,522,5
Jack S.,Product 7,899,1
Winston C,Product 1,1534,0.5
Jack S.,Product 4,1468,0.7
Homer J. S.,Product 4,1336,0.7
Jack S.,Product 3,2230,0.6
Jack S.,Product 2,1297,0.55
Homer J. S.,Product 10,797,5
Winston C,Product 7,1219,1
Homer J. S.,Product 8,1109,1.15
Vlad P.,Product 6,2270,0.8
D. Trump,Product 1,1034,0.5
Winston C,Product 4,977,0.7
Meliana T.,Product 7,1312,1
Winston C,Product 10,1575,5
Jack S.,Product 7,2229,1
Bart S.,Product 3,2435,0.6
Meliana T.,Product 2,2259,0.55
Jack S.,Product 3,2349,0.6
Bart S.,Product 1,1927,0.5
Meliana T.,Product 7,32,1
Bart S.,Product 5,2031,0.75
Bart S.,Product 7,1681,1
D. Trump,Product 6,1044,0.8
John Doo,Product 8,1657,1.15
Meliana T.,Product 2,764,0.55
Vlad P.,Product 7,467,1
John Doo,Product 5,937,0.75
John Doo,Product 10,2193,5
Bart S.,Product 8,175,1.15
Bart S.,Product 1,2279,0.5
Homer J. S.,Product 4,2460,0.7
Meliana T.,Product 2,739,0.55
Homer J. S.,Product 5,1005,0.75
John Doo,Product 9,655,2
Vlad P.,Product 7,974,1
Homer J. S.,Product 5,2438,0.75
Winston C,Product 7,2363,1
Homer J. S.,Product 4,2090,0.7
Meliana T.,Product 10,2256,5
Bart S.,Product 9,167,2
Meliana T.,Product 1,2299,0.5
D. Trump,Product 6,1561,0.8
Vlad P.,Product 9,1151,2
Bart S.,Product 8,1978,1.15
Winston C,Product 1,1386,0.5
D. Trump,Product 3,333,0.6
Meliana T.,Product 9,2279,2
Vlad P.,Product 9,588,2
Vlad P.,Product 10,672,5
D. Trump,Product 6,1153,0.8
D. Trump,Product 8,242,1.15
Vlad P.,Product 3,462,0.6
Bart S.,Product 6,430,0.8
Winston C,Product 10,1272,5
Winston C,Product 4,340,0.7
Bart S.,Product 5,113,0.75
Jack S.,Product 5,1489,0.75
Jack S.,Product 5,1,0.75
Meliana T.,Product 3,2442,0.6
Winston C,Product 4,23,0.7
Homer J. S.,Product 3,909,0.6
Winston C,Product 8,186,1.15
Jack S.,Product 6,362,0.8
Bart S.,Product 3,451,0.6
Winston C,Product 5,2213,0.75
John Doo,Product 9,456,2
John Doo,Product 4,1108,0.7
Jack S.,Product 4,2017,0.7
Winston C,Product 7,25,1
Homer J. S.,Product 9,1239,2
Jack S.,Product 4,1964,0.7
Meliana T.,Product 2,990,0.55
Homer J. S.,Product 6,1083,0.8
Meliana T.,Product 1,178,0.5
Vlad P.,Product 6,1261,0.8
Winston C,Product 9,1564,2
Meliana T.,Product 10,2011,5
D. Trump,Product 10,1790,5
Vlad P.,Product 9,1097,2
D. Trump,Product 4,1191,0.7
Winston C,Product 10,2085,5
Winston C,Product 7,1980,1
Bart S.,Product 5,1090,0.75
Homer J. S.,Product 7,1156,1
Vlad P.,Product 2,665,0.55
Winston C,Product 8,140,1.15
Winston C,Product 7,484,1
Bart S.,Product 4,736,0.7
John Doo,Product 3,1132,0.6
Jack S.,Product 1,1479,0.5
Meliana T.,Product 8,49,1.15
D. Trump,Product 7,1230,1
Meliana T.,Product 3,537,0.6
Meliana T.,Product 8,545,1.15
Homer J. S.,Product 9,2012,2
Homer J. S.,Product 3,830,0.6
Meliana T.,Product 9,1700,2
Meliana T.,Product 1,1471,0.5
Jack S.,Product 6,737,0.8
Winston C,Product 5,1608,0.75
Homer J. S.,Product 6,885,0.8
D. Trump,Product 9,2044,2
Vlad P.,Product 6,361,0.8
Bart S.,Product 5,2255,0.75
Jack S.,Product 7,1021,1
Homer J. S.,Product 5,779,0.75
Bart S.,Product 6,1162,0.8
Winston C,Product 4,1129,0.7
Winston C,Product 3,672,0.6
John Doo,Product 10,188,5
Meliana T.,Product 4,983,0.7
Meliana T.,Product 9,396,2
Meliana T.,Product 7,1733,1
Vlad P.,Product 5,1577,0.75
Winston C,Product 10,762,5
Vlad P.,Product 8,1082,1.15
Bart S.,Product 6,1837,0.8
Vlad P.,Product 9,1180,2
Homer J. S.,Product 3,2482,0.6
Homer J. S.,Product 5,807,0.75
Homer J. S.,Product 5,2397,0.75
Jack S.,Product 7,2204,1
D. Trump,Product 9,540,2
Vlad P.,Product 5,2325,0.75
Vlad P.,Product 8,1443,1.15
Vlad P.,Product 8,194,1.15
D. Trump,Product 2,1169,0.55
John Doo,Product 6,199,0.8
Meliana T.,Product 7,397,1
Jack S.,Product 7,807,1
Meliana T.,Product 4,524,0.7
D. Trump,Product 5,900,0.75
Bart S.,Product 1,404,0.5
Bart S.,Product 10,21,5
Meliana T.,Product 8,1878,1.15
Bart S.,Product 2,502,0.55
D. Trump,Product 9,790,2
Bart S.,Product 9,586,2
Winston C,Product 1,1218,0.5
John Doo,Product 5,2040,0.75
John Doo,Product 2,2402,0.55
Homer J. S.,Product 2,709,0.55
Winston C,Product 4,2451,0.7
Winston C,Product 2,131,0.55
Jack S.,Product 4,2100,0.7
Vlad P.,Product 6,514,0.8
Bart S.,Product 3,2453,0.6
Vlad P.,Product 8,637,1.15
John Doo,Product 6,2002,0.8
Bart S.,Product 2,56,0.55
John Doo,Product 1,1352,0.5
Homer J. S.,Product 5,688,0.75
Homer J. S.,Product 1,113,0.5
Bart S.,Product 1,2491,0.5
Meliana T.,Product 8,708,1.15
Jack S.,Product 8,2082,1.15
Homer J. S.,Product 1,1561,0.5
Jack S.,Product 3,1894,0.6
Winston C,Product 8,9,1.15
Jack S.,Product 8,668,1.15
Meliana T.,Product 3,167,0.6
Winston C,Product 3,767,0.6
Bart S.,Product 10,2452,5
Vlad P.,Product 1,1280,0.5
Bart S.,Product 9,652,2
Bart S.,Product 2,2011,0.55
Bart S.,Product 5,630,0.75
Jack S.,Product 9,1848,2
Winston C,Product 7,1516,1
Homer J. S.,Product 7,1272,1
Winston C,Product 3,124,0.6
Homer J. S.,Product 5,266,0.75
John Doo,Product 4,1329,0.7
D. Trump,Product 8,2453,1.15
Jack S.,Product 10,2480,5
Bart S.,Product 10,135,5
Vlad P.,Product 4,1576,0.7
John Doo,Product 4,1983,0.7
Meliana T.,Product 9,1551,2
Homer J. S.,Product 10,67,5
Homer J. S.,Product 10,2438,5
Homer J. S.,Product 5,815,0.75
Vlad P.,Product 2,696,0.55
John Doo,Product 6,278,0.8
John Doo,Product 10,1422,5
Vlad P.,Product 5,208,0.75
John Doo,Product 5,2404,0.75
Meliana T.,Product 7,2496,1
Homer J. S.,Product 10,847,5
John Doo,Product 8,843,1.15
Homer J. S.,Product 7,1521,1
Jack S.,Product 8,2151,1.15
D. Trump,Product 7,742,1
Jack S.,Product 4,1567,0.7
Winston C,Product 9,1725,2
John Doo,Product 1,1641,0.5
Jack S.,Product 10,609,5
Jack S.,Product 2,2451,0.55
John Doo,Product 7,518,1
Jack S.,Product 2,1152,0.55
D. Trump,Product 9,1562,2
D. Trump,Product 8,340,1.15
Meliana T.,Product 4,856,0.7
Meliana T.,Product 5,1045,0.75
D. Trump,Product 4,1362,0.7
Winston C,Product 7,358,1
Bart S.,Product 3,1893,0.6
Homer J. S.,Product 2,35,0.55
Homer J. S.,Product 5,1841,0.75
Homer J. S.,Product 8,1445,1.15
Winston C,Product 4,2175,0.7
Bart S.,Product 5,2243,0.75
Winston C,Product 7,420,1
Jack S.,Product 4,2276,0.7
Jack S.,Product 7,317,1
Homer J. S.,Product 6,778,0.8
Jack S.,Product 1,1490,0.5
D. Trump,Product 4,294,0.7
John Doo,Product 7,343,1
John Doo,Product 3,976,0.6
Winston C,Product 9,1078,2
Meliana T.,Product 9,688,2
John Doo,Product 9,1638,2
D. Trump,Product 7,32,1
John Doo,Product 8,454,1.15
Vlad P.,Product 8,1139,1.15
Winston C,Product 6,1689,0.8
John Doo,Product 10,1103,5
Winston C,Product 7,224,1
Homer J. S.,Product 10,1260,5
D. Trump,Product 10,2221,5
Winston C,Product 1,2376,0.5
D. Trump,Product 1,1889,0.5
Jack S.,Product 7,625,1
D. Trump,Product 7,110,1
Winston C,Product 6,1494,0.8
John Doo,Product 4,2362,0.7
Jack S.,Product 3,1817,0.6
Winston C,Product 9,600,2
Jack S.,Product 3,1461,0.6
John Doo,Product 6,21,0.8
Vlad P.,Product 8,1759,1.15
D. Trump,Product 1,1856,0.5
D. Trump,Product 5,792,0.75
Bart S.,Product 9,1964,2
Vlad P.,Product 6,1011,0.8
D. Trump,Product 3,2186,0.6
D. Trump,Product 1,914,0.5
Homer J. S.,Product 6,1232,0.8
John Doo,Product 7,1746,1
Jack S.,Product 8,2049,1.15
Winston C,Product 1,764,0.5
Winston C,Product 4,880,0.7
Bart S.,Product 6,1627,0.8
Homer J. S.,Product 1,1090,0.5
Jack S.,Product 2,206,0.55
Meliana T.,Product 2,1963,0.55
John Doo,Product 10,920,5
Homer J. S.,Product 4,241,0.7
Winston C,Product 1,6,0.5
Vlad P.,Product 10,1099,5
Jack S.,Product 3,1190,0.6
Jack S.,Product 8,1061,1.15
John Doo,Product 2,730,0.55
John Doo,Product 6,2165,0.8
John Doo,Product 7,2415,1
Homer J. S.,Product 9,1972,2
Meliana T.,Product 8,859,1.15
Winston C,Product 7,637,1
Vlad P.,Product 2,2495,0.55
Meliana T.,Product 10,2272,5
Meliana T.,Product 8,1352,1.15
John Doo,Product 9,6,2
Winston C,Product 9,1803,2
John Doo,Product 7,794,1
Bart S.,Product 2,37,0.55
Bart S.,Product 9,178,2
Bart S.,Product 4,2281,0.7
D. Trump,Product 6,1661,0.8
Vlad P.,Product 3,1018,0.6
Bart S.,Product 3,229,0.6
Vlad P.,Product 5,88,0.75
Vlad P.,Product 7,1886,1
Homer J. S.,Product 1,1087,0.5
Jack S.,Product 6,1427,0.8
D. Trump,Product 9,1255,2
Bart S.,Product 9,350,2
Meliana T.,Product 7,2110,1
Bart S.,Product 2,1120,0.55
Winston C,Product 1,827,0.5
Homer J. S.,Product 7,219,1
John Doo,Product 2,2291,0.55
Homer J. S.,Product 2,603,0.55
Meliana T.,Product 4,217,0.7
Homer J. S.,Product 3,35,0.6
Winston C,Product 3,2258,0.6
Vlad P.,Product 6,1414,0.8
John Doo,Product 4,658,0.7
Meliana T.,Product 5,90,0.75
Bart S.,Product 6,2109,0.8
Homer J. S.,Product 9,2082,2
Jack S.,Product 5,1237,0.75
Homer J. S.,Product 8,158,1.15
Bart S.,Product 8,1386,1.15
Vlad P.,Product 8,1527,1.15
John Doo,Product 6,789,0.8
Bart S.,Product 10,443,5
Meliana T.,Product 4,43,0.7
Jack S.,Product 9,2264,2
Meliana T.,Product 6,1217,0.8
Winston C,Product 10,885,5
Meliana T.,Product 3,1653,0.6
John Doo,Product 10,1475,5
D. Trump,Product 8,583,1.15
Winston C,Product 3,888,0.6
Meliana T.,Product 4,2349,0.7
Meliana T.,Product 2,276,0.55
Winston C,Product 4,627,0.7
D. Trump,Product 3,2473,0.6
D. Trump,Product 5,439,0.75
John Doo,Product 3,929,0.6
Bart S.,Product 2,174,0.55
D. Trump,Product 1,1340,0.5
John Doo,Product 10,2362,5
Homer J. S.,Product 6,113,0.8
Vlad P.,Product 3,1241,0.6
Winston C,Product 1,2021,0.5
John Doo,Product 5,1303,0.75
D. Trump,Product 6,364,0.8
Vlad P.,Product 6,1673,0.8
John Doo,Product 6,1074,0.8
Meliana T.,Product 6,1907,0.8
Vlad P.,Product 1,97,0.5
D. Trump,Product 3,88,0.6
Winston C,Product 9,1396,2
John Doo,Product 3,215,0.6
Homer J. S.,Product 9,53,2
D. Trump,Product 6,685,0.8
Bart S.,Product 9,252,2
Meliana T.,Product 8,1757,1.15
Bart S.,Product 10,1078,5
Vlad P.,Product 8,2056,1.15
John Doo,Product 10,707,5
Winston C,Product 3,302,0.6
Jack S.,Product 2,614,0.55
Jack S.,Product 7,2027,1
Jack S.,Product 5,437,0.75
Jack S.,Product 2,2400,0.55
Meliana T.,Product 1,2134,0.5
Jack S.,Product 3,1226,0.6
Winston C,Product 10,1407,5
John Doo,Product 4,1739,0.7
Vlad P.,Product 4,2044,0.7
Bart S.,Product 7,1338,1
Vlad P.,Product 2,420,0.55
Meliana T.,Product 1,951,0.5
Meliana T.,Product 8,1096,1.15
Winston C,Product 9,2405,2
D. Trump,Product 7,917,1
Vlad P.,Product 10,583,5
Bart S.,Product 1,325,0.5
Vlad P.,Product 10,2296,5
Bart S.,Product 4,858,0.7
Homer J. S.,Product 4,1938,0.7
John Doo,Product 9,1028,2
Vlad P.,Product 7,302,1
Vlad P.,Product 2,459,0.55
John Doo,Product 4,2416,0.7
D. Trump,Product 9,600,2
Jack S.,Product 8,2082,1.15
Winston C,Product 6,2195,0.8
Meliana T.,Product 4,2329,0.7
Vlad P.,Product 5,567,0.75
John Doo,Product 2,845,0.55
Meliana T.,Product 1,916,0.5
Jack S.,Product 9,615,2
Bart S.,Product 6,1178,0.8
Meliana T.,Product 5,2114,0.75
Jack S.,Product 8,614,1.15
Jack S.,Product 8,592,1.15
Winston C,Product 4,1390,0.7
Bart S.,Product 3,2284,0.6
D. Trump,Product 3,1313,0.6
Winston C,Product 8,1742,1.15
Jack S.,Product 1,191,0.5
Meliana T.,Product 6,1320,0.8
John Doo,Product 5,2489,0.75
Jack S.,Product 7,74,1
Meliana T.,Product 1,1422,0.5
Meliana T.,Product 10,1699,5
Bart S.,Product 8,2374,1.15
Meliana T.,Product 2,792,0.55
Meliana T.,Product 10,2066,5
Meliana T.,Product 5,1619,0.75
Bart S.,Product 6,2231,0.8
Meliana T.,Product 10,2004,5
Bart S.,Product 1,686,0.5
Vlad P.,Product 6,2112,0.8
D. Trump,Product 6,458,0.8
D. Trump,Product 2,746,0.55
John Doo,Product 5,1952,0.75
John Doo,Product 1,1574,0.5
Bart S.,Product 1,1039,0.5
Winston C,Product 7,2288,1
John Doo,Product 10,182,5
D. Trump,Product 5,2453,0.75
Vlad P.,Product 8,176,1.15
John Doo,Product 4,2213,0.7
Jack S.,Product 2,2482,0.55
Vlad P.,Product 3,921,0.6
Winston C,Product 2,2393,0.55
Winston C,Product 4,1494,0.7
Winston C,Product 2,55,0.55
Winston C,Product 4,1557,0.7
Meliana T.,Product 5,1573,0.75
Homer J. S.,Product 8,2200,1.15
D. Trump,Product 4,157,0.7
Jack S.,Product 2,2199,0.55
John Doo,Product 9,1754,2
Vlad P.,Product 9,2366,2
John Doo,Product 4,2435,0.7
D. Trump,Product 7,125,1
D. Trump,Product 9,1288,2
Jack S.,Product 8,1498,1.15
Bart S.,Product 7,1180,1
Homer J. S.,Product 1,234,0.5
Homer J. S.,Product 7,1214,1
Jack S.,Product 7,1058,1
Jack S.,Product 1,143,0.5
D. Trump,Product 6,604,0.8
Jack S.,Product 7,364,1
John Doo,Product 9,1069,2
Bart S.,Product 5,979,0.75
John Doo,Product 3,1404,0.6
Bart S.,Product 2,1055,0.55
John Doo,Product 8,1888,1.15
Meliana T.,Product 3,717,0.6
John Doo,Product 1,1738,0.5
Winston C,Product 4,208,0.7
D. Trump,Product 5,1446,0.75
Jack S.,Product 1,2382,0.5
Bart S.,Product 7,2289,1
Bart S.,Product 6,329,0.8
Vlad P.,Product 3,68,0.6
Meliana T.,Product 1,407,0.5
Meliana T.,Product 5,2245,0.75
Homer J. S.,Product 8,1262,1.15
D. Trump,Product 10,406,5
John Doo,Product 6,1375,0.8
John Doo,Product 7,1047,1
D. Trump,Product 2,588,0.55
Homer J. S.,Product 6,857,0.8
Meliana T.,Product 8,2174,1.15
Jack S.,Product 4,379,0.7
Bart S.,Product 8,1550,1.15
Vlad P.,Product 8,45,1.15
Jack S.,Product 9,1011,2
Meliana T.,Product 2,612,0.55
Vlad P.,Product 1,2314,0.5
Homer J. S.,Product 4,2036,0.7
Winston C,Product 4,944,0.7
Bart S.,Product 6,1875,0.8
D. Trump,Product 2,83,0.55
Vlad P.,Product 4,45,0.7
Jack S.,Product 4,1058,0.7
Bart S.,Product 10,2304,5
John Doo,Product 3,1942,0.6
Meliana T.,Product 1,699,0.5
John Doo,Product 2,1653,0.55
Vlad P.,Product 1,1141,0.5
John Doo,Product 10,1654,5
Homer J. S.,Product 2,747,0.55
John Doo,Product 2,1477,0.55
Jack S.,Product 10,2383,5
D. Trump,Product 2,1175,0.55
Bart S.,Product 9,2316,2
Vlad P.,Product 5,929,0.75
D. Trump,Product 10,2254,5
Vlad P.,Product 10,1768,5
John Doo,Product 8,138,1.15
Vlad P.,Product 2,636,0.55
Vlad P.,Product 5,756,0.75
Bart S.,Product 4,1172,0.7
Vlad P.,Product 8,1979,1.15
Homer J. S.,Product 3,346,0.6
Homer J. S.,Product 1,1235,0.5
Meliana T.,Product 8,712,1.15
Vlad P.,Product 6,1253,0.8
Jack S.,Product 2,155,0.55
Winston C,Product 10,2180,5
D. Trump,Product 6,1727,0.8
John Doo,Product 4,1960,0.7
Meliana T.,Product 6,1885,0.8
Meliana T.,Product 7,378,1
Winston C,Product 8,2089,1.15
Bart S.,Product 4,920,0.7
D. Trump,Product 4,1004,0.7
Meliana T.,Product 4,2010,0.7
Winston C,Product 2,1260,0.55
Winston C,Product 3,2169,0.6
